ID,Course,Semester,Final Grade
113211122,Linear algebra 2,2018B,77
121221322,Linear algebra 1,2022B,58
123121221,Linear algebra 1,2019A,94
131113331,Calculus 2,2019A,61
121321221,Algorithms,2021B,66
213311132,Linear algebra 1,2023B,94
211312322,Linear algebra 1,2020A,71
231333331,Intro to Java,2020A,54
313113332,Calculus 1,2018B,36
131331132,Calculus 1,2021B,56
211123132,Calculus 1,2019A,58
333112313,Linear algebra 1,2023B,62
132232211,Linear algebra 2,2021B,34
113112212,Algorithms,2021B,73
212213222,Calculus 2,2020A,62
212133323,Calculus 1,2019A,55
231112133,Algorithms,2021B,73
211323223,Calculus 2,2019A,66
331212223,Linear algebra 2,2018B,90
311322331,Algorithms,2020A,73
131231211,Calculus 1,2021B,69
133231323,Calculus 2,2020A,73
123311231,Intro to Java,2018B,81
111331131,Linear algebra 2,2023B,82
123221332,Intro to Java,2021B,60
323132121,Linear algebra 2,2020A,92
322212322,Calculus 1,2019A,75
212232123,Linear algebra 2,2021B,78
121322122,Calculus 1,2022B,64
232133213,Linear algebra 1,2021B,76
323331221,Calculus 1,2018B,100
313113131,Linear algebra 2,2018B,71
232232111,Calculus 2,2021B,83
122333223,Linear algebra 1,2022B,62
111321122,Algorithms,2023B,71
321211211,Calculus 2,2018B,61
323333213,Calculus 2,2023B,72
133331233,Algorithms,2020A,84
322123132,Intro to Java,2021B,67
222331131,Linear algebra 1,2021B,87
322132111,Algorithms,2022B,75
132233113,Calculus 2,2022B,92
222113133,Calculus 2,2021B,60
311132331,Calculus 1,2019A,95
223113313,Linear algebra 1,2018B,91
331212332,Calculus 2,2022B,49
122332131,Calculus 2,2021B,78
221233331,Linear algebra 2,2022B,66
313333212,Calculus 2,2022B,82
222233221,Calculus 1,2022B,47
321113333,Intro to Java,2021B,46
213332332,Linear algebra 1,2020A,79
321333123,Linear algebra 2,2020A,45
223332111,Calculus 2,2020A,61
111222311,Calculus 2,2021B,84
113313123,Linear algebra 2,2020A,59
331112312,Intro to Java,2018B,83
113312233,Linear algebra 2,2022B,73
123323121,Calculus 1,2018B,65
223131221,Calculus 2,2018B,70
312122221,Algorithms,2023B,66
323233222,Calculus 2,2023B,76
112131331,Calculus 2,2022B,64
111223131,Intro to Java,2020A,35
121211132,Linear algebra 2,2018B,66
121121322,Intro to Java,2019A,67
331322123,Intro to Java,2022B,70
311132132,Linear algebra 1,2021B,65
113233113,Algorithms,2023B,79
132213211,Intro to Java,2018B,45
313123121,Algorithms,2018B,58
223311232,Calculus 1,2023B,70
321332333,Calculus 2,2018B,82
322311313,Intro to Java,2023B,68
133111131,Intro to Java,2023B,68
333323323,Calculus 1,2019A,65
321321332,Calculus 2,2022B,54
113111113,Linear algebra 2,2022B,80
313313211,Intro to Java,2019A,72
221222331,Linear algebra 1,2021B,72
333223221,Algorithms,2020A,61
311131313,Calculus 2,2021B,56
123121132,Algorithms,2019A,58
211233333,Intro to Java,2021B,72
323122332,Linear algebra 2,2021B,70
113313222,Linear algebra 2,2022B,52
121322231,Linear algebra 1,2022B,78
131322311,Calculus 2,2019A,69
121312133,Linear algebra 1,2021B,70
321132131,Calculus 1,2018B,94
222233332,Linear algebra 2,2023B,39
322321312,Calculus 2,2023B,70
221232323,Intro to Java,2022B,39
332233131,Intro to Java,2020A,68
211323313,Algorithms,2020A,79
322231321,Linear algebra 2,2022B,72
333213332,Intro to Java,2018B,69
222333311,Algorithms,2022B,71
322321113,Algorithms,2018B,61
323131233,Linear algebra 2,2020A,84
331211113,Calculus 2,2022B,85
323313333,Algorithms,2020A,73
331131323,Calculus 1,2022B,65
313321222,Calculus 1,2018B,84
311313121,Linear algebra 2,2018B,77
331211313,Calculus 1,2021B,72
111213232,Algorithms,2018B,94
113223223,Intro to Java,2020A,38
113322132,Intro to Java,2021B,46
111223322,Algorithms,2020A,74
333323211,Algorithms,2022B,84
322213111,Intro to Java,2020A,76
112122111,Intro to Java,2020A,67
231233322,Calculus 2,2023B,77
222222112,Algorithms,2021B,75
321321323,Calculus 2,2021B,72
122122132,Linear algebra 2,2021B,60
133321131,Calculus 2,2020A,76
333221233,Linear algebra 1,2019A,85
233311123,Linear algebra 1,2020A,61
133332121,Linear algebra 1,2019A,47
132113233,Calculus 1,2019A,66
331222331,Linear algebra 2,2022B,39
111332312,Algorithms,2023B,59
131211223,Calculus 1,2023B,62
321333331,Algorithms,2020A,64
331333113,Intro to Java,2019A,71
132111331,Intro to Java,2022B,52
221331221,Calculus 1,2020A,80
213323311,Algorithms,2019A,68
131211132,Calculus 1,2023B,65
113312331,Linear algebra 2,2023B,46
123231323,Calculus 1,2023B,63
231312131,Linear algebra 1,2018B,52
123233133,Calculus 2,2023B,65
312323132,Calculus 2,2021B,70
111321131,Linear algebra 1,2023B,68
111333331,Linear algebra 2,2019A,59
212111212,Algorithms,2019A,47
223111331,Intro to Java,2023B,51
122222132,Linear algebra 2,2018B,82
222311212,Calculus 2,2020A,71
313213211,Calculus 2,2022B,77
223321323,Linear algebra 2,2019A,89
112221131,Calculus 2,2023B,91
111233233,Calculus 1,2018B,80
232131312,Calculus 2,2018B,73
223211122,Intro to Java,2023B,63
323213111,Calculus 2,2021B,75
222132211,Calculus 2,2023B,91
121122232,Calculus 2,2018B,78
232213123,Algorithms,2021B,92
223323223,Calculus 2,2023B,91
323223313,Intro to Java,2019A,59
321331122,Calculus 2,2021B,63
122232321,Linear algebra 1,2023B,51
332122313,Algorithms,2022B,74
213112121,Linear algebra 2,2020A,65
333112132,Intro to Java,2020A,50
311312233,Intro to Java,2022B,54
231331122,Linear algebra 2,2021B,60
211223231,Intro to Java,2018B,60
212322322,Linear algebra 2,2022B,55
323231323,Intro to Java,2019A,76
113122221,Algorithms,2019A,64
112323212,Linear algebra 2,2019A,65
323131221,Algorithms,2023B,55
211223321,Intro to Java,2020A,82
233331223,Calculus 1,2020A,69
322222222,Linear algebra 2,2019A,57
311232222,Linear algebra 2,2018B,68
122321321,Calculus 2,2021B,77
121333222,Intro to Java,2023B,73
222223331,Calculus 1,2022B,56
323313331,Calculus 2,2018B,77
322332222,Calculus 2,2018B,59
233222233,Algorithms,2023B,66
221221133,Intro to Java,2023B,68
113212113,Algorithms,2019A,57
123221322,Linear algebra 2,2020A,66
322223222,Calculus 1,2020A,85
323132312,Linear algebra 2,2018B,72
213111122,Intro to Java,2023B,73
222121333,Intro to Java,2023B,74
131113323,Calculus 1,2020A,70
331213232,Calculus 2,2019A,51
121231211,Algorithms,2023B,89
131321113,Intro to Java,2023B,72
331123212,Calculus 1,2020A,68
322122312,Linear algebra 1,2023B,54
333223323,Calculus 1,2023B,86
112123123,Linear algebra 1,2018B,56
231113332,Calculus 2,2019A,77
223323222,Linear algebra 2,2020A,70
332233111,Intro to Java,2023B,68
123231232,Linear algebra 1,2019A,59
131333332,Linear algebra 1,2019A,83
333313131,Calculus 2,2023B,81
333123332,Calculus 2,2020A,72
323223333,Calculus 1,2020A,69
113321231,Algorithms,2022B,36
122121111,Intro to Java,2018B,62
133212111,Calculus 1,2018B,70
211213332,Calculus 1,2022B,80
113122323,Calculus 2,2021B,40
112131113,Linear algebra 1,2023B,85
322221213,Calculus 2,2018B,79
133331231,Calculus 2,2019A,45
321322223,Calculus 2,2019A,59
113232321,Linear algebra 2,2019A,59
233312233,Linear algebra 1,2021B,100
232211231,Linear algebra 1,2023B,71
132332213,Linear algebra 2,2019A,71
333322321,Intro to Java,2023B,68
113222121,Calculus 1,2020A,66
212311212,Algorithms,2019A,65
232333233,Algorithms,2021B,86
311222121,Calculus 1,2019A,67
312331133,Linear algebra 1,2019A,72
333133332,Calculus 2,2021B,85
223333211,Calculus 2,2021B,63
211211113,Calculus 2,2021B,78
131323121,Calculus 1,2019A,51
212232133,Linear algebra 2,2018B,60
213113332,Linear algebra 1,2022B,77
233323213,Linear algebra 2,2019A,77
231232232,Linear algebra 2,2018B,70
331131321,Linear algebra 1,2023B,68
111311222,Linear algebra 2,2022B,92
331221323,Calculus 1,2020A,73
122121321,Calculus 1,2021B,49
323332312,Calculus 2,2019A,72
211133123,Calculus 2,2018B,52
233122111,Calculus 1,2019A,67
311222132,Algorithms,2018B,53
311132223,Intro to Java,2021B,77
312113132,Linear algebra 1,2020A,80
323331211,Calculus 1,2023B,60
221311112,Algorithms,2019A,44
232222223,Intro to Java,2018B,89
133333132,Algorithms,2019A,62
333311212,Algorithms,2020A,21
323231113,Linear algebra 1,2018B,68
221131313,Calculus 2,2022B,77
232332111,Calculus 1,2022B,80
311212233,Calculus 2,2023B,78
121221122,Intro to Java,2019A,67
331113331,Intro to Java,2022B,62
111122112,Linear algebra 2,2021B,67
233111231,Calculus 1,2021B,63
121313212,Calculus 2,2019A,80
211231221,Intro to Java,2021B,74
112212312,Algorithms,2022B,61
112313231,Intro to Java,2022B,74
333131112,Linear algebra 2,2023B,72
111133131,Intro to Java,2020A,76
332332223,Calculus 2,2019A,67
123313332,Linear algebra 1,2019A,54
331311131,Calculus 1,2023B,73
331221231,Calculus 1,2020A,70
211123111,Calculus 1,2020A,70
122311223,Algorithms,2023B,59
212112333,Intro to Java,2021B,63
213113123,Calculus 1,2019A,100
332122132,Algorithms,2021B,61
211211322,Linear algebra 1,2022B,70
311132312,Intro to Java,2018B,100
322323123,Intro to Java,2020A,77
313112232,Algorithms,2018B,55
312221333,Linear algebra 1,2022B,58
112323332,Algorithms,2023B,55
131331111,Algorithms,2021B,82
212221123,Algorithms,2023B,79
232122312,Algorithms,2023B,94
121131123,Calculus 2,2018B,73
321122111,Calculus 2,2018B,62
213232122,Calculus 1,2022B,74
313313131,Linear algebra 1,2018B,82
311222213,Calculus 1,2023B,82
322213213,Intro to Java,2021B,49
121223223,Calculus 2,2019A,68
222132311,Algorithms,2020A,66
113223312,Linear algebra 2,2018B,79
121313331,Calculus 1,2022B,87
312123223,Calculus 1,2020A,84
312113313,Linear algebra 2,2018B,57
312231121,Calculus 1,2019A,100
123131332,Intro to Java,2018B,68
223222233,Linear algebra 2,2022B,51
333313333,Calculus 2,2021B,52
123121112,Linear algebra 1,2023B,72
222223113,Calculus 1,2021B,67
321313321,Algorithms,2019A,79
332322211,Linear algebra 2,2022B,74
222233312,Linear algebra 1,2018B,69
131311231,Linear algebra 1,2019A,67
213222232,Linear algebra 2,2021B,70
211111111,Algorithms,2019A,87
131221211,Calculus 2,2022B,31
212223111,Linear algebra 1,2020A,71
132212312,Algorithms,2023B,48
333132123,Calculus 1,2023B,54
211323123,Linear algebra 1,2018B,72
122131223,Intro to Java,2023B,87
221333333,Calculus 1,2020A,57
212221233,Algorithms,2019A,57
321212311,Linear algebra 1,2019A,51
312123233,Linear algebra 2,2020A,45
323113322,Algorithms,2020A,71
322212311,Linear algebra 1,2021B,70
211113331,Calculus 1,2019A,70
312313332,Linear algebra 1,2023B,72
311333133,Calculus 2,2018B,58
332122212,Intro to Java,2022B,67
123212113,Calculus 2,2018B,64
231313233,Linear algebra 2,2023B,62
322213221,Calculus 1,2018B,68
131132121,Intro to Java,2022B,50
223122113,Linear algebra 1,2019A,69
212133231,Intro to Java,2022B,64
223122321,Intro to Java,2022B,60
233213332,Linear algebra 2,2021B,78
233223223,Algorithms,2020A,77
331231113,Intro to Java,2020A,68
223333221,Linear algebra 2,2022B,61
321212221,Calculus 2,2020A,67
221211133,Calculus 2,2023B,67
321331222,Calculus 1,2023B,55
232111121,Linear algebra 2,2023B,69
112223333,Intro to Java,2022B,83
223113321,Calculus 1,2018B,60
222232312,Calculus 1,2021B,83
113332313,Algorithms,2021B,82
112132231,Linear algebra 2,2021B,30
231331232,Calculus 1,2020A,34
223123333,Intro to Java,2022B,62
221331211,Intro to Java,2018B,58
333122322,Algorithms,2019A,86
322212312,Intro to Java,2018B,76
221113222,Linear algebra 1,2021B,76
312122323,Calculus 1,2020A,58
221313123,Intro to Java,2019A,53
131123131,Algorithms,2019A,78
311113221,Algorithms,2022B,74
133113312,Linear algebra 1,2021B,75
222221132,Intro to Java,2019A,61
211232231,Algorithms,2022B,89
313131112,Intro to Java,2020A,66
333311211,Linear algebra 1,2023B,62
332322121,Algorithms,2022B,50
212322332,Calculus 1,2018B,83
322322332,Calculus 2,2022B,66
313322232,Intro to Java,2019A,96
223222212,Algorithms,2021B,66
323212222,Algorithms,2023B,73
211223123,Linear algebra 2,2019A,43
322231211,Linear algebra 2,2023B,72
223311112,Algorithms,2023B,50
313212333,Calculus 1,2019A,69
111333223,Linear algebra 2,2022B,100
231213123,Algorithms,2022B,60
222211133,Linear algebra 2,2020A,75
321211232,Linear algebra 1,2022B,90
313323311,Intro to Java,2021B,76
312331321,Calculus 2,2019A,71
113333222,Intro to Java,2022B,53
123312321,Linear algebra 1,2018B,66
212122222,Linear algebra 2,2021B,18
113322211,Calculus 1,2021B,63
231313313,Intro to Java,2020A,67
223233113,Calculus 2,2022B,73
122112231,Calculus 1,2019A,81
222113122,Linear algebra 1,2019A,69
113313333,Calculus 2,2018B,93
122121133,Calculus 1,2018B,78
331222211,Linear algebra 2,2022B,80
332211212,Intro to Java,2020A,68
313322331,Linear algebra 2,2018B,84
212331311,Algorithms,2021B,88
122121212,Calculus 2,2019A,78
233111232,Intro to Java,2020A,69
132312112,Linear algebra 1,2021B,95
332321213,Linear algebra 2,2021B,68
321323232,Calculus 1,2019A,75
211132323,Linear algebra 1,2019A,78
132111122,Linear algebra 1,2022B,68
122213231,Algorithms,2022B,69
133321233,Intro to Java,2022B,66
322313132,Calculus 2,2021B,85
231111123,Linear algebra 2,2021B,65
321231332,Linear algebra 1,2021B,49
322311312,Linear algebra 1,2023B,62
233312111,Calculus 2,2018B,67
112131132,Linear algebra 2,2021B,78
323213132,Linear algebra 2,2018B,81
121121231,Algorithms,2021B,39
132331323,Linear algebra 2,2021B,87
333131323,Calculus 1,2019A,59
121222121,Calculus 1,2018B,51
211332223,Linear algebra 2,2022B,58
122312112,Intro to Java,2023B,74
231212131,Calculus 1,2022B,75
232222221,Linear algebra 2,2018B,62
111123121,Linear algebra 1,2019A,63
232321323,Linear algebra 2,2022B,44
231133311,Linear algebra 1,2019A,48
133131112,Linear algebra 1,2023B,59
231231133,Linear algebra 1,2021B,54
111221221,Algorithms,2022B,44
331331332,Linear algebra 1,2023B,66
333222221,Linear algebra 1,2020A,66
312333113,Intro to Java,2021B,62
121121332,Algorithms,2019A,64
222221233,Calculus 2,2019A,79
212133131,Linear algebra 2,2021B,93
323232333,Linear algebra 2,2021B,58
322131323,Calculus 1,2020A,56
232322321,Calculus 1,2020A,68
131223131,Calculus 2,2021B,65
223122122,Algorithms,2021B,71
311212321,Algorithms,2022B,79
132133132,Algorithms,2019A,68
323213133,Algorithms,2018B,79
131331133,Intro to Java,2021B,74
131111121,Linear algebra 1,2018B,45
123313112,Algorithms,2020A,79
121211321,Algorithms,2018B,72
221223212,Algorithms,2021B,83
133112122,Linear algebra 1,2020A,78
323323322,Algorithms,2021B,79
131223222,Linear algebra 2,2022B,75
122123223,Intro to Java,2018B,72
211223223,Linear algebra 1,2022B,69
213123211,Algorithms,2020A,62
113211321,Intro to Java,2021B,57
132322313,Linear algebra 2,2023B,63
323112222,Algorithms,2021B,80
213123321,Algorithms,2021B,57
321122223,Algorithms,2021B,96
212213233,Calculus 1,2021B,69
121321223,Linear algebra 1,2021B,75
332131231,Linear algebra 1,2020A,85
312223313,Calculus 2,2021B,60
333211231,Linear algebra 1,2023B,40
122211131,Algorithms,2020A,72
133313132,Linear algebra 1,2022B,59
333233222,Linear algebra 2,2020A,63
331132321,Calculus 2,2022B,57
332231211,Calculus 2,2018B,51
121132333,Calculus 1,2023B,44
132323331,Linear algebra 2,2021B,68
331221113,Calculus 2,2020A,52
113213222,Linear algebra 1,2021B,56
122332321,Linear algebra 1,2021B,76
312113232,Linear algebra 2,2019A,64
221121333,Calculus 1,2018B,58
321211121,Algorithms,2019A,59
132123112,Intro to Java,2023B,76
221213132,Algorithms,2023B,74
223321313,Calculus 1,2020A,90
323111321,Intro to Java,2019A,79
233321311,Calculus 2,2018B,45
113132113,Calculus 2,2018B,79
332112232,Calculus 1,2020A,98
213331333,Intro to Java,2021B,74
113312312,Calculus 1,2023B,44
122332313,Linear algebra 1,2018B,78
122111333,Calculus 2,2019A,47
331321323,Linear algebra 2,2019A,75
323313122,Linear algebra 2,2023B,58
222123111,Calculus 2,2019A,76
123113231,Linear algebra 2,2019A,67
323122222,Calculus 2,2021B,87
133112132,Calculus 2,2022B,98
211331332,Linear algebra 2,2018B,84
122233113,Linear algebra 2,2019A,71
312222221,Linear algebra 2,2022B,67
333233322,Calculus 2,2022B,62
213131113,Linear algebra 2,2020A,74
122212331,Linear algebra 1,2020A,82
221223222,Linear algebra 2,2020A,85
211122132,Linear algebra 1,2018B,62
122312332,Algorithms,2019A,82
321211112,Calculus 2,2021B,65
123321211,Intro to Java,2022B,63
222121213,Linear algebra 2,2018B,79
231233131,Calculus 2,2020A,72
213221312,Calculus 2,2019A,58
122212222,Linear algebra 2,2018B,82
323233232,Linear algebra 2,2021B,76
323313211,Intro to Java,2018B,60
332312332,Intro to Java,2021B,70
122212312,Calculus 1,2020A,62
333111312,Intro to Java,2023B,45
333211122,Linear algebra 1,2022B,73
313321213,Calculus 2,2020A,80
321132221,Calculus 1,2021B,58
323113331,Algorithms,2018B,62
311123333,Linear algebra 1,2019A,56
112333123,Algorithms,2022B,55
132322223,Intro to Java,2020A,70
221321122,Calculus 2,2023B,99
213121331,Algorithms,2020A,80
111223122,Algorithms,2020A,89
313112133,Calculus 2,2021B,49
331213211,Calculus 2,2018B,59
232113232,Linear algebra 2,2021B,77
331112113,Algorithms,2021B,96
121122212,Calculus 1,2023B,50
221211113,Calculus 2,2023B,87
213221111,Linear algebra 2,2021B,91
322111212,Algorithms,2022B,72
332233332,Intro to Java,2020A,63
223212333,Calculus 2,2020A,89
232312313,Linear algebra 2,2019A,21
133332212,Linear algebra 2,2019A,64
322312311,Linear algebra 2,2018B,63
332331132,Intro to Java,2021B,55
212212213,Algorithms,2020A,50
212212332,Linear algebra 1,2020A,77
131231313,Intro to Java,2020A,71
322332212,Calculus 2,2018B,44
311213212,Calculus 2,2020A,63
211223311,Algorithms,2023B,62
113231113,Calculus 1,2020A,79
233133133,Calculus 2,2020A,81
133232321,Calculus 1,2019A,55
322131131,Linear algebra 2,2023B,72
223121213,Calculus 2,2023B,92
113321323,Linear algebra 1,2021B,76
321233123,Intro to Java,2022B,76
131311132,Intro to Java,2020A,87
112311231,Calculus 1,2023B,61
113212221,Intro to Java,2023B,58
121233111,Calculus 1,2021B,69
333313111,Intro to Java,2020A,98
312223133,Algorithms,2023B,80
323222313,Linear algebra 1,2020A,78
232222121,Intro to Java,2022B,67
133311331,Calculus 2,2019A,71
312333213,Linear algebra 1,2019A,65
223131233,Intro to Java,2022B,37
212123331,Linear algebra 2,2021B,62
133213311,Intro to Java,2018B,66
233312222,Linear algebra 1,2020A,61
332213133,Calculus 2,2018B,60
322222232,Intro to Java,2018B,95
223332113,Linear algebra 2,2023B,55
132113122,Algorithms,2019A,57
213313231,Calculus 1,2022B,38
331322232,Linear algebra 2,2018B,52
132131211,Algorithms,2018B,96
132312333,Intro to Java,2019A,73
223213212,Linear algebra 2,2020A,92
332223312,Linear algebra 2,2020A,52
112121233,Algorithms,2020A,67
213311112,Linear algebra 1,2022B,60
121223122,Algorithms,2022B,51
333113311,Calculus 1,2018B,49
113132132,Algorithms,2020A,81
312211132,Calculus 2,2023B,69
221332112,Linear algebra 1,2018B,73
223323332,Linear algebra 1,2019A,63
323121233,Algorithms,2019A,65
333111332,Calculus 2,2023B,78
333232131,Calculus 2,2022B,73
232321332,Intro to Java,2021B,42
212131221,Linear algebra 2,2022B,81
122313313,Calculus 1,2020A,66
323322111,Algorithms,2019A,71
121131312,Intro to Java,2021B,53
122223222,Linear algebra 2,2019A,84
223311321,Linear algebra 2,2022B,75
133322312,Linear algebra 2,2022B,75
322223113,Algorithms,2023B,39
333222232,Linear algebra 2,2021B,70
322121323,Linear algebra 1,2020A,80
232213133,Calculus 1,2021B,93
231123313,Linear algebra 1,2023B,56
212322123,Intro to Java,2019A,88
333113223,Calculus 1,2023B,55
123111221,Algorithms,2022B,75
111222132,Algorithms,2021B,91
333323112,Algorithms,2022B,83
132323231,Intro to Java,2023B,69
132123113,Linear algebra 2,2022B,68
223213232,Linear algebra 2,2018B,75
121212221,Calculus 1,2020A,58
112121333,Algorithms,2021B,82
233133321,Algorithms,2018B,63
323313212,Linear algebra 1,2018B,69
323323311,Algorithms,2021B,63
132333233,Intro to Java,2022B,78
123112233,Linear algebra 2,2022B,70
213333213,Linear algebra 1,2018B,62
222133123,Calculus 1,2021B,58
121221121,Linear algebra 1,2022B,68
221122321,Intro to Java,2019A,65
212333212,Calculus 2,2022B,77
113213311,Linear algebra 1,2020A,99
322111231,Intro to Java,2023B,66
232123322,Linear algebra 2,2021B,94
323332111,Linear algebra 2,2023B,55
112222312,Linear algebra 1,2019A,78
221332311,Intro to Java,2020A,74
223111322,Algorithms,2020A,86
223232222,Linear algebra 2,2018B,94
231223211,Calculus 1,2023B,72
332321211,Linear algebra 1,2023B,77
313332132,Calculus 1,2022B,81
133112113,Linear algebra 1,2019A,77
113222231,Linear algebra 1,2020A,83
123112112,Calculus 2,2018B,74
121321113,Calculus 2,2020A,60
113211332,Linear algebra 1,2023B,75
131333311,Linear algebra 1,2019A,62
123321123,Intro to Java,2020A,84
222212113,Intro to Java,2020A,53
211113211,Intro to Java,2023B,60
132212333,Linear algebra 2,2020A,98
222332123,Intro to Java,2023B,69
123332331,Intro to Java,2021B,69
331231222,Intro to Java,2022B,70
133113111,Intro to Java,2022B,81
232331333,Intro to Java,2021B,71
311131133,Algorithms,2018B,68
333221321,Calculus 1,2018B,54
212132133,Linear algebra 1,2020A,72
133332232,Linear algebra 1,2022B,88
232123311,Calculus 1,2020A,77
122312122,Linear algebra 2,2020A,60
233331221,Intro to Java,2019A,85
222113332,Calculus 2,2018B,68
231322132,Linear algebra 2,2022B,73
121221211,Algorithms,2023B,39
331333121,Algorithms,2019A,75
122311213,Calculus 2,2022B,94
321111333,Calculus 2,2018B,42
311333333,Calculus 2,2020A,83
322211111,Intro to Java,2019A,65
133121223,Calculus 2,2020A,67
222233212,Linear algebra 1,2018B,72
312313233,Intro to Java,2022B,91
132221123,Linear algebra 1,2021B,70
212332232,Linear algebra 1,2019A,65
333212212,Linear algebra 1,2018B,91
333333122,Calculus 2,2021B,78
332131321,Linear algebra 1,2020A,65
233333112,Linear algebra 1,2020A,63
231221121,Linear algebra 2,2022B,59
332231222,Algorithms,2018B,65
131333131,Linear algebra 1,2018B,70
121222222,Linear algebra 1,2019A,60
312222213,Calculus 1,2022B,62
222321331,Linear algebra 2,2020A,97
232132332,Calculus 2,2020A,97
122231233,Intro to Java,2022B,59
232213222,Calculus 1,2023B,52
313323221,Calculus 2,2020A,83
331311132,Linear algebra 1,2019A,89
222111133,Linear algebra 1,2020A,94
313113231,Calculus 1,2021B,58
231113213,Calculus 1,2021B,98
212213131,Calculus 1,2021B,53
311133313,Intro to Java,2018B,35
223132321,Algorithms,2019A,51
312211211,Linear algebra 1,2018B,80
111332121,Linear algebra 2,2019A,75
333121311,Calculus 2,2023B,100
132122133,Algorithms,2023B,56
212222333,Calculus 2,2018B,71
133322213,Intro to Java,2022B,87
311323232,Algorithms,2020A,80
232333131,Calculus 2,2021B,67
233311311,Linear algebra 2,2021B,62
232211322,Calculus 1,2018B,33
121231111,Calculus 2,2023B,63
213122322,Linear algebra 1,2020A,76
123223213,Linear algebra 2,2019A,66
113311122,Algorithms,2020A,92
223221113,Calculus 1,2022B,69
231221212,Calculus 1,2023B,78
111332222,Calculus 1,2020A,86
322122313,Intro to Java,2022B,57
111213123,Calculus 1,2020A,86
113313223,Linear algebra 1,2021B,81
212231333,Linear algebra 1,2018B,52
112321333,Algorithms,2022B,66
332113123,Calculus 1,2019A,59
112231111,Calculus 2,2018B,82
111332122,Algorithms,2021B,100
313223132,Linear algebra 2,2023B,66
332221112,Calculus 2,2023B,95
311221112,Calculus 1,2022B,55
312121233,Calculus 1,2021B,73
133322331,Linear algebra 2,2018B,59
331113213,Intro to Java,2023B,57
121311113,Algorithms,2022B,64
213112233,Calculus 1,2020A,61
121233211,Algorithms,2021B,48
311332221,Algorithms,2021B,62
112323223,Linear algebra 1,2023B,88
232132112,Linear algebra 1,2018B,79
132113312,Linear algebra 1,2019A,77
123331211,Calculus 2,2019A,61
112113232,Calculus 1,2022B,70
211332332,Algorithms,2023B,76
331312132,Linear algebra 2,2021B,64
132223121,Algorithms,2022B,39
211312132,Linear algebra 1,2018B,100
233213212,Linear algebra 1,2021B,62
323321133,Linear algebra 1,2020A,63
311221312,Intro to Java,2018B,43
212111231,Calculus 2,2019A,74
123222132,Calculus 1,2018B,59
123223113,Linear algebra 1,2018B,29
113131232,Calculus 1,2020A,63
311231221,Linear algebra 1,2022B,40
331233321,Linear algebra 2,2021B,100
313112311,Linear algebra 2,2023B,99
213222323,Algorithms,2023B,59
233113332,Intro to Java,2021B,70
222331132,Algorithms,2020A,93
331132113,Intro to Java,2018B,64
212223122,Intro to Java,2020A,90
132331232,Linear algebra 1,2018B,55
223322121,Linear algebra 2,2021B,58
313231123,Algorithms,2020A,52
313111122,Linear algebra 1,2019A,62
132111133,Algorithms,2020A,69
112211313,Linear algebra 2,2021B,71
123323213,Intro to Java,2022B,63
222332331,Linear algebra 1,2018B,58
112121321,Intro to Java,2019A,96
213212213,Intro to Java,2022B,82
121121313,Linear algebra 2,2020A,59
313123321,Calculus 2,2021B,69
331212133,Linear algebra 1,2022B,34
132213333,Calculus 1,2021B,62
323221212,Algorithms,2020A,56
111113321,Intro to Java,2023B,67
233133221,Intro to Java,2021B,74
231212321,Calculus 1,2018B,100
313131113,Calculus 2,2018B,60
212232313,Intro to Java,2019A,52
312332211,Calculus 1,2023B,60
122333113,Linear algebra 2,2023B,92
311121321,Calculus 1,2020A,73
122122131,Linear algebra 2,2020A,64
222222322,Linear algebra 2,2019A,66
211231222,Intro to Java,2022B,76
211322211,Intro to Java,2022B,65
223132231,Algorithms,2019A,71
222231231,Linear algebra 1,2021B,63
122322311,Calculus 1,2019A,70
231323133,Intro to Java,2023B,35
312123123,Linear algebra 1,2019A,85
111212222,Algorithms,2018B,39
211111332,Calculus 2,2021B,79
111122232,Calculus 2,2019A,64
333113222,Linear algebra 2,2019A,95
322313232,Intro to Java,2019A,56
332233232,Calculus 1,2023B,66
133121331,Linear algebra 1,2020A,56
332131211,Linear algebra 2,2023B,100
313222233,Linear algebra 2,2022B,82
221232133,Linear algebra 1,2019A,99
213223212,Intro to Java,2021B,54
132132133,Calculus 2,2019A,67
332332112,Intro to Java,2021B,79
112333223,Linear algebra 2,2023B,47
323112221,Linear algebra 1,2019A,80
322321122,Calculus 1,2023B,76
223132332,Intro to Java,2018B,81
123331112,Intro to Java,2023B,74
112123332,Calculus 1,2021B,88
321112132,Linear algebra 2,2021B,61
123131131,Calculus 1,2018B,83
322121121,Calculus 1,2020A,64
322322121,Linear algebra 1,2019A,100
312332311,Intro to Java,2021B,66
313333333,Intro to Java,2021B,72
231133323,Linear algebra 2,2021B,76
111231212,Calculus 1,2021B,57
231121132,Calculus 2,2021B,77
331233121,Linear algebra 1,2021B,62
222133222,Calculus 1,2019A,43
232332311,Calculus 1,2019A,65
133222131,Linear algebra 1,2021B,66
332123223,Linear algebra 1,2019A,54
222112331,Calculus 1,2022B,63
333331132,Intro to Java,2018B,100
133223213,Calculus 2,2022B,68
313333131,Calculus 2,2020A,51
233113113,Linear algebra 1,2022B,75
211121212,Linear algebra 2,2023B,86
232221113,Intro to Java,2020A,67
322111111,Algorithms,2023B,34
